"SKU";"Name";"Category";"Brand";"Seller";"Color";"Balance";"Balance FBS";"Comments";"Final price";"Max price";"Min price";"Average price";"Median price";"Sales";"Revenue";"Revenue potential";"Revenue average";"Lost profit";"Lost profit percent";"URL";"Thumb";"Days in stock";"Days with sales";"Average if in stock";"Rating";"Basic Sale";"Basic Sale Price";"Promo Sale";"Base price";"SPP";"SPP Price";"FBS";"Subject ID";"Category Position";"Categories Last Count";"Sales Per Day Average";"Country";"Gender";"First Date";"First Comment Date";"Pics Count";"Has 3D";"Hax Video";"Comments Valuation";"Card Rating";"Subject";"Purchase";"Purchase After Return";"Turnover";"Turnover days";"26.07.2023 Sales";"27.07.2023 Sales";"28.07.2023 Sales";"29.07.2023 Sales";"30.07.2023 Sales";"31.07.2023 Sales";"01.08.2023 Sales";"02.08.2023 Sales";"03.08.2023 Sales";"04.08.2023 Sales";"05.08.2023 Sales";"06.08.2023 Sales";"07.08.2023 Sales";"08.08.2023 Sales";"09.08.2023 Sales";"10.08.2023 Sales";"11.08.2023 Sales";"12.08.2023 Sales";"13.08.2023 Sales";"14.08.2023 Sales";"15.08.2023 Sales";"16.08.2023 Sales";"17.08.2023 Sales";"18.08.2023 Sales";"19.08.2023 Sales";"20.08.2023 Sales";"21.08.2023 Sales";"22.08.2023 Sales";"23.08.2023 Sales";"24.08.2023 Sales";"26.07.2023 Revenue";"27.07.2023 Revenue";"28.07.2023 Revenue";"29.07.2023 Revenue";"30.07.2023 Revenue";"31.07.2023 Revenue";"01.08.2023 Revenue";"02.08.2023 Revenue";"03.08.2023 Revenue";"04.08.2023 Revenue";"05.08.2023 Revenue";"06.08.2023 Revenue";"07.08.2023 Revenue";"08.08.2023 Revenue";"09.08.2023 Revenue";"10.08.2023 Revenue";"11.08.2023 Revenue";"12.08.2023 Revenue";"13.08.2023 Revenue";"14.08.2023 Revenue";"15.08.2023 Revenue";"16.08.2023 Revenue";"17.08.2023 Revenue";"18.08.2023 Revenue";"19.08.2023 Revenue";"20.08.2023 Revenue";"21.08.2023 Revenue";"22.08.2023 Revenue";"23.08.2023 Revenue";"24.08.2023 Revenue";"26.07.2023 Stocks";"27.07.2023 Stocks";"28.07.2023 Stocks";"29.07.2023 Stocks";"30.07.2023 Stocks";"31.07.2023 Stocks";"01.08.2023 Stocks";"02.08.2023 Stocks";"03.08.2023 Stocks";"04.08.2023 Stocks";"05.08.2023 Stocks";"06.08.2023 Stocks";"07.08.2023 Stocks";"08.08.2023 Stocks";"09.08.2023 Stocks";"10.08.2023 Stocks";"11.08.2023 Stocks";"12.08.2023 Stocks";"13.08.2023 Stocks";"14.08.2023 Stocks";"15.08.2023 Stocks";"16.08.2023 Stocks";"17.08.2023 Stocks";"18.08.2023 Stocks";"19.08.2023 Stocks";"20.08.2023 Stocks";"21.08.2023 Stocks";"22.08.2023 Stocks";"23.08.2023 Stocks";"24.08.2023 Stocks";"26.07.2023 Price";"27.07.2023 Price";"28.07.2023 Price";"29.07.2023 Price";"30.07.2023 Price";"31.07.2023 Price";"01.08.2023 Price";"02.08.2023 Price";"03.08.2023 Price";"04.08.2023 Price";"05.08.2023 Price";"06.08.2023 Price";"07.08.2023 Price";"08.08.2023 Price";"09.08.2023 Price";"10.08.2023 Price";"11.08.2023 Price";"12.08.2023 Price";"13.08.2023 Price";"14.08.2023 Price";"15.08.2023 Price";"16.08.2023 Price";"17.08.2023 Price";"18.08.2023 Price";"19.08.2023 Price";"20.08.2023 Price";"21.08.2023 Price";"22.08.2023 Price";"23.08.2023 Price";"24.08.2023 Price";"26.07.2023 Queries";"27.07.2023 Queries";"28.07.2023 Queries";"29.07.2023 Queries";"30.07.2023 Queries";"31.07.2023 Queries";"01.08.2023 Queries";"02.08.2023 Queries";"03.08.2023 Queries";"04.08.2023 Queries";"05.08.2023 Queries";"06.08.2023 Queries";"07.08.2023 Queries";"08.08.2023 Queries";"09.08.2023 Queries";"10.08.2023 Queries";"11.08.2023 Queries";"12.08.2023 Queries";"13.08.2023 Queries";"14.08.2023 Queries";"15.08.2023 Queries";"16.08.2023 Queries";"17.08.2023 Queries";"18.08.2023 Queries";"19.08.2023 Queries";"20.08.2023 Queries";"21.08.2023 Queries";"22.08.2023 Queries";"23.08.2023 Queries";"24.08.2023 Queries"
66300972;"Оплётка на руль BMW диаметр 37-38 см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"AUTOLIDER";"ИП Петухов А А";"";0;0;157;1360;1360;1360;"1360";1360;1;1360;"10200";"45,3333";"8840";"86,6667";"https://www.wildberries.ru/catalog/66300972/detail.aspx";"https://basket-04.wb.ru/vol663/part66300/66300972/images/c246x328/1.jpg";4;1;"0";"5";15;1360;0;1600;16;1142;1;766;-1;0;"0,0333";"";"";"2022-03-01";"2022-06-16";1;0;0;"4,59";53;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;11;9;9;9;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;7;2;0;0;0;0;0;3;0;0
66301043;"Оплётка на руль NISSAN диаметр 37-38 см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"AUTOLIDER";"ИП Петухов А А";"черный";0;0;157;1360;1360;1360;"1360";1360;1;1360;"40800";"45,3333";"39440";"96,6667";"https://www.wildberries.ru/catalog/66301043/detail.aspx";"https://basket-04.wb.ru/vol663/part66301/66301043/images/c246x328/1.jpg";1;1;"0";"5";15;1360;0;1600;16;1142;1;766;-1;0;"0,0333";"Китай";"";"2022-03-01";"2022-06-16";2;0;0;"4,59";68;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;0;3;5;4;4;4;4;0;4;4;5;11;13;3;0;0;5;5;5;5;5;0;0;0;0;0;0;0;0;0
114252630;"Оплётка на руль автомобиля М 37-39 см чехол";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Feen";"ООО ДМ Маркет";"черный";0;0;12;1274;1274;1274;"1274";1274;1;1274;"6370";"42,4667";"5096";"80";"https://www.wildberries.ru/catalog/114252630/detail.aspx";"https://basket-08.wb.ru/vol1142/part114252/114252630/images/c246x328/1.jpg";6;1;"0";"4";51;1274;0;2600;16;1070;0;766;-1;0;"0,0333";"Китай";"";"2022-07-25";"2022-09-09";6;0;0;"3,7";40;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;1274;0;0;0;0;0;0;0;2;53;58;68;68;66;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53219007;"Меховая оплётка на руль";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Women's car";"Womens car";"";0;0;32;1260;1260;1260;"1260";1260;1;1260;"6300";"42";"5040";"80";"https://www.wildberries.ru/catalog/53219007/detail.aspx";"https://basket-04.wb.ru/vol532/part53219/53219007/images/c246x328/1.jpg";6;1;"0";"5";40;1260;0;2100;16;1058;1;766;-1;0;"0,0333";"";"";"2021-12-16";"2021-12-29";6;0;0;"4,59";70;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;1260;66;62;34;34;34;36;34;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144721401;"Оплётка на руль силиконовая универсальная";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"WerdjinAl";"ИП Ташматов";"синий";97;10;44;578;680;578;"578";680;2;1156;"1156";"38,5333";"0";"0";"https://www.wildberries.ru/catalog/144721401/detail.aspx";"https://basket-10.wb.ru/vol1447/part144721/144721401/images/c246x328/1.jpg";30;2;"0,0667";"5";66;578;0;1700;16;485;1;766;115;1;"0,0667";"Китай";"";"2023-02-03";"2023-02-09";8;0;1;"4,59";70;"Автомобильные товары / Оплетки на руль";92;91;"0,02";1470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;578;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;98;97;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;578;578;7;7;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;48;46
75370363;"Оплётка на руль TAKT Fiber";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО ПСВ Групп";"черный";0;0;4;1173;1173;955;"1018";1018;1;1018;"30540";"33,9333";"29522";"96,6667";"https://www.wildberries.ru/catalog/75370363/detail.aspx";"https://basket-05.wb.ru/vol753/part75370/75370363/images/c246x328/1.jpg";1;1;"0";"5";3;1173;0;1210;16;985;1;766;-1;0;"0,0333";"Китай";"";"2022-04-20";"2023-03-26";5;0;0;"5";54;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1018;1018;955;955;955;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1173;1149;1149;1149;1149;1149;1149;1173;1173;1173;1173;22;25;25;26;27;26;22;22;24;26;26;26;25;27;29;30;31;30;34;27;25;28;28;28;27;27;25;28;29;26
75370331;"Оплётка на руль ORNAMENT Fiber";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО ПСВ Групп";"черный, серый";0;0;2;1125;1125;910;"970";970;1;970;"4850";"32,3333";"3880";"80";"https://www.wildberries.ru/catalog/75370331/detail.aspx";"https://basket-05.wb.ru/vol753/part75370/75370331/images/c246x328/1.jpg";6;1;"0";"5";3;1125;0;1160;16;945;1;766;-1;0;"0,0333";"Китай";"";"2022-04-20";"2022-08-12";5;0;0;"5";50;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;970;970;910;910;910;970;970;970;970;970;970;970;970;970;970;970;970;970;970;1125;1102;1102;1102;1102;1102;1102;1125;1125;1125;1125;24;25;26;29;31;33;35;34;34;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75370591;"Оплётка на руль кожаная CLASSIC, со шнуровкой";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО ПСВ Групп";"черный";0;50;1;1076;1076;864;"921";921;1;921;"2125,3846";"30,7";"1204,3846";"56,6667";"https://www.wildberries.ru/catalog/75370591/detail.aspx";"https://basket-05.wb.ru/vol753/part75370/75370591/images/c246x328/1.jpg";13;1;"0";"5";3;1076;0;1110;16;904;1;766;-1;0;"0,0333";"Китай";"";"2022-04-20";"2023-05-05";1;0;0;"5";36;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921;921;864;864;864;921;921;921;921;921;921;921;921;921;921;921;921;921;921;1076;1054;1054;1054;1054;1054;1054;1076;1076;1076;1076;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;12;13;12;12;11
34901874;"Оплётка на руль ребристая с перфорацией ""Орбита"", бежевая, разм. 36см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Орбита";"ИП Захаров";"";0;4;0;448;448;448;"448";448;2;896;"1792";"29,8667";"896";"50";"https://www.wildberries.ru/catalog/34901874/detail.aspx";"https://basket-03.wb.ru/vol349/part34901/34901874/images/c246x328/1.jpg";15;2;"0";"0";35;448;0;690;16;376;1;766;-1;0;"0,0667";"Китай";"";"2021-08-07";"1970-01-01";1;0;0;"0";20;"Автомобильные товары / Оплетки на руль";92;91;"4";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;448;0;0;0;0;0;0;0;0;448;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;5;4;5;4;4;6;6;7;7;7;7;7;7;7;7;5;5;4;4;4;4;2;1;6;1;1;1;1;1;1
169468459;"Оплётка на руль меховая";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PROFAUTO";"ИП Кузьмин В В";"";0;3;2;840;840;840;"840";840;1;840;"8400";"28";"7560";"90";"https://www.wildberries.ru/catalog/169468459/detail.aspx";"https://basket-12.wb.ru/vol1694/part169468/169468459/images/c246x328/1.jpg";3;1;"0";"5";72;840;0;3000;16;705;1;766;-1;0;"0,0333";"";"";"2023-07-24";"1970-01-01";2;0;0;"5";48;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;38;34;30;29;30;30;31;29;34;33;31;33;34;34;34;31;33;29;29;29;42;38;39;36;36;37;36;37;36;37
36556821;"Оплётка на руль автомобиля спонжевая М 37-39 см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Feen";"ООО ДМ Маркет";"синий, черный";0;0;1563;833;833;803;"833";833;1;833;"3123,75";"27,7667";"2290,75";"73,3333";"https://www.wildberries.ru/catalog/36556821/detail.aspx";"https://basket-03.wb.ru/vol365/part36556/36556821/images/c246x328/1.jpg";8;1;"0";"5";51;833;0;1700;16;699;0;766;-1;0;"0,0333";"Китай";"";"2021-08-17";"2020-10-26";5;0;0;"4,8";73;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;803;803;803;803;803;803;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;833;0;0;15;18;17;12;28;39;10;34;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144721404;"Оплётка на руль силиконовая универсальная";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"WerdjinAl";"ИП Ташматов";"красный";95;9;44;578;680;578;"680";680;1;680;"680";"22,6667";"0";"0";"https://www.wildberries.ru/catalog/144721404/detail.aspx";"https://basket-10.wb.ru/vol1447/part144721/144721404/images/c246x328/1.jpg";30;1;"0,0333";"5";66;578;0;1700;16;485;1;766;286;1;"0,0333";"Китай";"";"2023-02-03";"2023-02-09";8;0;1;"4,59";70;"Автомобильные товары / Оплетки на руль";92;91;"0,01";2865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;95;95;95;95;95;95;95;95;95;95;95;95;95;95;95;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;578;578;6;6;6;6;6;6;6;6;6;5;5;6;6;5;6;5;6;6;6;6;6;6;6;6;6;6;6;6;48;46
163657014;"Оплётка на руль";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"GREATGOODS";"Квашнин Константин Сергеевич";"фиолетовый, черный";0;0;16;540;540;540;"540";540;1;540;"8100";"18";"7560";"93,3333";"https://www.wildberries.ru/catalog/163657014/detail.aspx";"https://basket-11.wb.ru/vol1636/part163657/163657014/images/c246x328/1.jpg";2;1;"0";"5";60;540;0;1350;16;453;0;766;-1;0;"0,0333";"Китай";"";"2023-06-12";"2023-05-17";4;0;0;"4,5";50;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;96;90;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
155951218;"Оплётка на руль";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"GREATGOODS";"Квашнин Константин Сергеевич";"черный";0;44;16;540;540;540;"540";540;1;540;"16200";"18";"15660";"96,6667";"https://www.wildberries.ru/catalog/155951218/detail.aspx";"https://basket-10.wb.ru/vol1559/part155951/155951218/images/c246x328/1.jpg";1;1;"0";"5";60;540;0;1350;16;453;1;766;-1;0;"0,0333";"Китай";"";"2023-04-25";"2023-05-17";4;0;0;"4,5";50;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;540;97;79;80;98;87;0;0;79;77;77;66;70;73;73;93;95;88;74;93;78;76;87;86;90;87;89;84;85;87;90
137789701;"Оплётка на руль меховая, чехол на руль автомобиля зимняя";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"ПрофМех";"ИП Гринько П А";"черный";0;0;120;430;430;430;"430";430;1;430;"3225";"14,3333";"2795";"86,6667";"https://www.wildberries.ru/catalog/137789701/detail.aspx";"https://basket-10.wb.ru/vol1377/part137789/137789701/images/c246x328/1.jpg";4;1;"0";"5";30;430;0;615;16;361;0;766;-1;0;"0,0333";"";"";"2022-12-07";"2022-11-11";3;0;0;"4,5";76;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;0;0;0;0;0;0;0;129;123;121;122;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0
133276157;"Оплётка на руль меховая, чехол на руль автомобиля зимняя";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"ПрофМех";"ИП Гринько П А";"белый, молочный";0;19;120;430;430;369;"430";430;1;430;"3225";"14,3333";"2795";"86,6667";"https://www.wildberries.ru/catalog/133276157/detail.aspx";"https://basket-10.wb.ru/vol1332/part133276/133276157/images/c246x328/1.jpg";4;1;"0";"5";30;430;0;615;16;361;1;766;-1;0;"0,0333";"Россия";"";"2022-11-08";"2022-11-11";3;0;0;"4,5";76;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;369;369;369;369;369;369;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;430;88;91;93;100;97;102;103;103;96;105;96;103;121;121;122;116;97;97;101;104;89;87;90;90;89;86;88;92;97;94
34901888;"Оплётка на руль ребристая с перфорацией ""Орбита"", серая, разм. 36см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Орбита";"ИП Захаров";"";0;3;7;414;414;414;"414";414;1;414;"3105";"13,8";"2691";"86,6667";"https://www.wildberries.ru/catalog/34901888/detail.aspx";"https://basket-03.wb.ru/vol349/part34901/34901888/images/c246x328/1.jpg";4;1;"0";"4";44;414;0;740;16;348;1;766;-1;0;"0,0333";"Китай";"";"2021-08-07";"2022-12-14";1;0;0;"4,4";37;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;19;18;19;19;20;14;10;11;11;11;11;11;11;12;12;12;12;11;13;11;11;0;0;10;10;10;10;10;10;10
34901863;"Оплётка на руль прошитая (ромб) ""Орбита"", серая, разм. 36см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Орбита";"ИП Захаров";"";0;1;8;414;414;414;"414";414;1;414;"2070";"13,8";"1656";"80";"https://www.wildberries.ru/catalog/34901863/detail.aspx";"https://basket-03.wb.ru/vol349/part34901/34901863/images/c246x328/1.jpg";6;1;"0";"3";44;414;0;740;16;348;1;766;-1;0;"0,0333";"Китай";"";"2021-08-07";"2021-11-20";1;0;0;"3,4";34;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;6;6;6;7;7;6;9;10;10;12;12;12;9;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6
34902208;"Оплётка на руль экокожа с перфорацией ""Орбита""разм. L";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Орбита";"ИП Захаров";"";0;5;6;390;390;390;"390";390;1;390;"1063,6364";"13";"673,6364";"63,3333";"https://www.wildberries.ru/catalog/34902208/detail.aspx";"https://basket-03.wb.ru/vol349/part34902/34902208/images/c246x328/1.jpg";11;1;"0";"3";40;390;0;650;16;327;1;766;-1;0;"0,0333";"Китай";"";"2021-08-07";"2022-09-15";1;0;0;"3";27;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;390;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
